base_coin,okx_symbol,bybit_symbol,status,in_plot_set,gecko_id,gecko_name,map_method,map_note,n_candidates,candidate_ids,market_cap_usd,median_rel_vol,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,n_hist_days,n_days_both,n_days_volume,n_days_mcap,hist_start,hist_end,ticker_volume_usd,ticker_mcap_usd,window_start,window_end,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,paprika_id,paprika_name
SPACE,SPACE-USDT-SWAP,SPACEUSDT,ok,True,spacecoin-2,Spacecoin,markets_max_mcap,,5,"spacecoin-2,microvisionchain,space-4,spacelens,space-token-bsc",29802024.0,0.04407199396574542,0.05442508387319601,0.6320042984950711,1313434.6218949999,1621977.6557909998,30,30,30,30,2026-08-05,2026-09-03,737528.0,29802024.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,spacecoin-2,Spacecoin
SPK,SPK-USDT-SWAP,SPKUSDT,ok,True,spark-2,Spark,markets_max_mcap,,1,spark-2,65793815.0,0.026642887187800255,0.10000003596778308,2.1047543135594546,1752937.1907000002,6579383.866457668,30,30,30,30,2026-08-05,2026-09-03,38587850.0,65793815.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-06,10.0,10.0,5,spark-2,Spark
SPX,SPX-USDT-SWAP,SPXUSDT,ok,True,spx6900,SPX6900,markets_max_mcap,,2,"spx6900,shopinx",550507580.0,0.010239491180484745,0.013855324165757476,1.1183344989640605,5636917.510199999,7627460.976606667,30,30,30,30,2026-08-05,2026-09-03,13855065.0,550507580.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,spx6900,SPX6900
SSV,SSV-USDT-SWAP,SSVUSDT,ok,True,ssv-network,SSV Network,markets_max_mcap,,1,ssv-network,46059185.0,0.014592880095359917,0.026041272925244625,1.562387301275817,672136.1639950001,1199439.8072993339,30,30,30,30,2026-08-05,2026-09-03,7409437.0,46059185.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.01,0.01,5,ssv-network,SSV Network
STABLE,STABLE-USDT-SWAP,STABLEUSDT,ok,True,stable-2,​​Stable,markets_max_mcap,,5,"stable-2,stable-3,stablecoin,stable-coin-4,usdfi-stable",751622689.0,0.001820599159294405,0.0024331538069034177,0.9430968087563782,1368403.6357,1828813.6070953335,30,30,30,30,2026-08-05,2026-09-03,9967380.0,751622689.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-06,10.0,10.0,5,stable-2,​​Stable
STRK,STRK-USDT-SWAP,STRKUSDT,ok,True,starknet,Starknet,markets_max_mcap,,2,"starknet,strategy-strike-preferred-dinari-tokenized-stock",198624047.0,0.032594136018314034,0.03485049468898127,0.4520304590093935,6473979.204426,6922146.295077467,30,30,30,30,2026-08-05,2026-09-03,17099539.0,198624047.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,starknet,Starknet
STX,STX-USDT-SWAP,STXUSDT,ok,True,blockstack,Stacks,markets_max_mcap,,1,blockstack,518788130.0,0.012147656203843754,0.036317831646221356,1.4071195188184722,6302059.845875,18841259.965398,30,30,30,30,2026-08-05,2026-09-03,33388886.0,518788130.0,2026-08-05,2026-09-03,0.0001,0.1,0.1,0.0001,0.1,0.1,5,blockstack,Stacks
SUI,SUI-USDT-SWAP,SUIUSDT,ok,True,sui,Sui,markets_max_mcap,,1,sui,3219346554.0,0.03139137079249344,0.03882188467825325,0.7305411095565637,101059701.38615,124981100.65872002,30,30,30,30,2026-08-05,2026-09-03,680099905.0,3219346554.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,10.0,10.0,5,sui,Sui
SUSHI,SUSHI-USDT-SWAP,SUSHIUSDT,ok,True,sushi,Sushi,markets_max_mcap,,1,sushi,57953922.0,0.052773894276413255,0.059275463956555,0.6685209000749918,3058454.1525315,3435245.6146519994,30,30,30,30,2026-08-05,2026-09-03,18378032.0,57953922.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,1e-05,0.1,0.1,5,sushi,Sushi
SYRUP,SYRUP-USDT-SWAP,SYRUPUSDT,ok,True,syrup,Maple Finance,markets_max_mcap,,1,syrup,245856491.0,0.005391443120816363,0.0072258897717612,0.8981566520077205,1325521.28711,1776531.9036380004,30,30,30,30,2026-08-05,2026-09-03,10069286.0,245856491.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,1e-05,1.0,1.0,5,syrup,Maple Finance
TAO,TAO-USDT-SWAP,TAOUSDT,ok,True,bittensor,Bittensor,markets_max_mcap,,2,"bittensor,the-anthropic-order",2204905041.0,0.01769328644929385,0.023545860312896957,0.5909427358974106,39012016.483905,51916386.09858834,30,30,30,30,2026-08-05,2026-09-03,137675152.0,2204905041.0,2026-08-05,2026-09-03,0.1,1.0,1.0,0.01,0.001,0.001,5,bittensor,Bittensor
THETA,THETA-USDT-SWAP,THETAUSDT,ok,True,theta-token,Theta Network,markets_max_mcap,,1,theta-token,178797475.0,0.007655302787698763,0.008475232054254867,0.6464608367989418,1368748.808801,1515350.091339833,30,30,30,30,2026-08-05,2026-09-03,3788025.0,178797475.0,2026-08-05,2026-09-03,0.0001,0.1,0.1,1e-05,0.1,0.1,5,theta-token,Theta Network
TIA,TIA-USDT-SWAP,TIAUSDT,ok,True,celestia,Celestia,markets_max_mcap,,2,"celestia,tia",359836713.0,0.02298160566110718,0.027089200888719953,0.45359136139819356,8269625.440555001,9747689.005593665,30,30,30,30,2026-08-05,2026-09-03,41396049.0,359836713.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,celestia,Celestia
TRB,TRB-USDT-SWAP,TRBUSDT,ok,True,tellor,Tellor Tributes,markets_max_mcap,,1,tellor,50998069.0,0.04915565624651397,0.10404979283748307,1.6446607975276355,2506843.549,5306338.514561666,30,30,30,30,2026-08-05,2026-09-03,18761479.0,50998069.0,2026-08-05,2026-09-03,0.01,1.0,1.0,0.001,0.01,0.01,5,tellor,Tellor Tributes
TRIA,TRIA-USDT-SWAP,TRIAUSDT,ok,True,tria,TRIA,markets_max_mcap,,1,tria,8286771.0,0.26053489729835666,0.6269272014535779,1.926950350256029,2158993.03142,5195202.152116667,30,30,30,30,2026-08-05,2026-09-03,2308307.0,8286771.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,tria,TRIA
TRUMP,TRUMP-USDT-SWAP,TRUMPUSDT,ok,True,official-trump,Official Trump,markets_max_mcap,,4,"official-trump,bridged-maga-wormhole,maga,meme-trumpcoin",637350743.0,0.3071616687497923,0.5786409034286898,1.3123873946158304,195769717.7988,368797209.73046666,30,30,30,30,2026-08-05,2026-09-03,504419043.0,637350743.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.1,0.1,5,official-trump,Official Trump
TRUST,TRUST-USDT-SWAP,TRUSTUSDT,ok,True,trust-3,TRUST,markets_max_mcap,close mcap runner-up intuition cap=9730140 vs 18168890,5,"trust-3,intuition,trust-me-bros-by-virtuals,trustra,trust-the-process",18168890.0,0.01807791794187757,0.0430450089103407,1.970204109499944,328455.702515,782080.0319409999,30,30,30,30,2026-08-05,2026-09-03,5119.94,18168890.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,trust-3,TRUST
TRUTH,TRUTH-USDT-SWAP,TRUTHUSDT,ok,True,swarm-network,Swarm Network,markets_max_mcap,,4,"swarm-network,true-source,truthchain,truthgpt",25642491.0,0.013598576299393067,0.0144472781763675,0.4034921558286488,348701.37037,370464.200612,30,30,30,30,2026-08-05,2026-09-03,1214200.0,25642491.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,swarm-network,Swarm Network
TRX,TRX-USDT-SWAP,TRXUSDT,ok,True,tron,TRON,markets_max_mcap,,3,"tron,solana-bridged-trx-solana,tron-bsc",31428357404.0,0.0004893908819043923,0.0006246779198626298,0.5619007504844233,15380751.54675,19632600.927830003,30,30,30,30,2026-08-05,2026-09-03,371288165.0,31428357404.0,2026-08-05,2026-09-03,1e-05,0.01,0.01,1e-05,1.0,1.0,5,tron,TRON
UB,UB-USDT-SWAP,UBUSDT,ok,True,unibase,Unibase,markets_max_mcap,,1,unibase,308469038.0,0.03214025015567365,0.0811957280933546,1.9490566833154819,9914272.0466,25046368.13466667,30,30,30,30,2026-08-05,2026-09-03,10439084.0,308469038.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,10.0,10.0,5,unibase,Unibase
UMA,UMA-USDT-SWAP,UMAUSDT,ok,True,uma,UMA,markets_max_mcap,,1,uma,33680917.0,0.009939660510133974,0.012171578260542411,0.6653926367064773,334776.88065000006,409949.9171523334,30,30,30,30,2026-08-05,2026-09-03,7445982.0,33680917.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,uma,UMA
UNI,UNI-USDT-SWAP,UNIUSDT,ok,True,uniswap,Uniswap,markets_max_mcap,,5,"uniswap,linea-bridged-uni-linea,uni,unicorn-token,uniswap-wormhole",3913778521.0,0.017998423388327446,0.028005209358548847,0.9880474167680833,70441842.8691,109606186.86359666,30,30,30,30,2026-08-05,2026-09-03,921433128.0,3913778521.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.1,0.1,5,uniswap,Uniswap
USELESS,USELESS-USDT-SWAP,USELESSUSDT,ok,True,useless-3,Useless Coin,markets_max_mcap,,2,"useless-3,useless-coin",188131270.0,0.03386380537382222,0.18533308701516585,2.112821932010944,6370840.71201,34866949.033183664,30,30,30,30,2026-08-05,2026-09-03,131073548.0,188131270.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,useless-3,Useless Coin
VANA,VANA-USDT-SWAP,VANAUSDT,ok,True,vana,Vana,markets_max_mcap,,1,vana,28135814.0,0.018694128364670735,0.02171702707138074,0.4523810685053579,525974.5185605,611026.2343133334,30,30,30,30,2026-08-05,2026-09-03,1305327.0,28135814.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.0001,0.01,0.01,5,vana,Vana
VIRTUAL,VIRTUAL-USDT-SWAP,VIRTUALUSDT,ok,True,virtual-protocol,Virtuals Protocol,markets_max_mcap,,1,virtual-protocol,467649595.0,0.02696049877558431,0.03469303256091419,0.7056387520807229,12608066.3334,16224182.626433332,30,30,30,30,2026-08-05,2026-09-03,52303040.0,467649595.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,virtual-protocol,Virtuals Protocol
VVV,VVV-USDT-SWAP,VVVUSDT,ok,True,venice-token,Venice Token,markets_max_mcap,,1,venice-token,817707940.0,0.009594657395487684,0.014436771624439652,0.7559179871135776,7845627.53387,11805062.785270998,30,30,30,30,2026-08-05,2026-09-03,14922024.0,817707940.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.01,0.01,5,venice-token,Venice Token
WAL,WAL-USDT-SWAP,WALUSDT,ok,True,walrus-2,Walrus,markets_max_mcap,,1,walrus-2,66607172.0,0.013093834906397168,0.04157319183899595,2.219936367962924,872143.31375,2769072.739409,30,30,30,30,2026-08-05,2026-09-03,3832883.0,66607172.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,walrus-2,Walrus
WCT,WCT-USDT-SWAP,WCTUSDT,ok,True,connect-token-wct,WalletConnect Token,markets_max_mcap,,1,connect-token-wct,17005304.0,0.04539457116350287,0.05189418827825718,0.5262101283860043,771948.482585,882476.4475049999,30,30,30,30,2026-08-05,2026-09-03,5426814.0,17005304.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,connect-token-wct,WalletConnect Token
WET,WET-USDT-SWAP,WETUSDT,ok,True,humidifi,HumidiFi,markets_max_mcap,,1,humidifi,14333125.0,0.037652317787293416,0.05463703939010742,0.6305872109076396,539675.377385,783119.5152083334,30,30,30,30,2026-08-05,2026-09-03,997376.0,14333125.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,humidifi,HumidiFi
WIF,WIF-USDT-SWAP,WIFUSDT,ok,True,dogwifcoin,dogwifhat,markets_max_mcap,,7,"dogwifcoin,robinwifhat,dogwifhat-base,dogwifhood,wif-on-eth,wif-secondchance,world-is-flat",214186643.0,0.059311255509056186,0.09297833918846037,0.7938391734190083,12703678.709600002,19914718.342491664,30,30,30,30,2026-08-05,2026-09-03,60695737.0,214186643.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,1e-05,1.0,1.0,5,dogwifcoin,dogwifhat
WLD,WLD-USDT-SWAP,WLDUSDT,ok,True,worldcoin-wld,Worldcoin,markets_max_mcap,,1,worldcoin-wld,1455877553.0,0.07572536650822997,0.07901098615591037,0.4565001979161735,110246861.29202999,115030321.18478368,30,30,30,30,2026-08-05,2026-09-03,176982567.0,1455877553.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,worldcoin-wld,Worldcoin
WLFI,WLFI-USDT-SWAP,WLFIUSDT,ok,True,world-liberty-financial,World Liberty Financial,markets_max_mcap,,3,"world-liberty-financial,stupid-world-liberty-financial,we-lack-financial-intelligence",1842448738.0,0.010693647479149025,0.01419022227676672,0.804785131248741,19702497.302575,26144757.12576833,30,30,30,30,2026-08-05,2026-09-03,32442763.0,1842448738.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,world-liberty-financial,World Liberty Financial
WOO,WOO-USDT-SWAP,WOOUSDT,ok,True,woo-network,WOO,markets_max_mcap,,2,"woo-network,woo",21831448.0,0.018689032049962973,0.021948893239558214,0.5458704003766692,408008.6313691,479176.12141696666,30,30,30,30,2026-08-05,2026-09-03,10240940.0,21831448.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-06,0.1,0.1,5,woo-network,WOO
XLM,XLM-USDT-SWAP,XLMUSDT,ok,True,stellar,Stellar,markets_max_mcap,,1,stellar,6449633416.0,0.0034638245064198235,0.004961645404547491,0.8117158226968584,22340398.283765003,32000793.999512337,30,30,30,30,2026-08-05,2026-09-03,164231956.0,6449633416.0,2026-08-05,2026-09-03,1e-05,0.1,0.1,1e-05,1.0,1.0,5,stellar,Stellar
XPL,XPL-USDT-SWAP,XPLUSDT,ok,True,plasma,Plasma,markets_max_mcap,,2,"plasma,pulse-2",268713682.0,0.10407738683665166,0.15048259009344753,0.6740049825598213,27967017.829815,40436730.860906996,30,30,30,30,2026-08-05,2026-09-03,109999810.0,268713682.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,plasma,Plasma
XRP,XRP-USDT-SWAP,XRPUSDT,ok,True,ripple,XRP,markets_max_mcap,,5,"ripple,binance-peg-xrp,harrypotterobamapacman8inu,near-intents-bridged-xrp,warioxrpdumbledoreyugioh69inu",91714520384.0,0.006666360497038229,0.010451705503503838,0.9545562581875445,611402055.6927049,958573157.4486679,30,30,30,30,2026-08-05,2026-09-03,3844326789.0,91714520384.0,2026-08-05,2026-09-03,0.0001,0.01,0.01,0.0001,0.1,0.1,5,ripple,XRP
XTZ,XTZ-USDT-SWAP,XTZUSDT,ok,True,tezos,Tezos,markets_max_mcap,,2,"tezos,binance-peg-tezos-token",252945596.0,0.0029685913757320367,0.0039798024126922,0.6607538045787117,750892.114815,1006673.4932406667,30,30,30,30,2026-08-05,2026-09-03,8592344.0,252945596.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,tezos,Tezos
YB,YB-USDT-SWAP,YBUSDT,ok,True,yield-basis,Yield Basis,markets_max_mcap,,1,yield-basis,24222533.0,0.0265840458013619,0.04626802577046752,1.2081145665027717,643932.926697,1120728.78107,30,30,30,30,2026-08-05,2026-09-03,7574902.0,24222533.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yield-basis,Yield Basis
YFI,YFI-USDT-SWAP,YFIUSDT,ok,True,yearn-finance,yearn.finance,markets_max_mcap,,2,"yearn-finance,yfi",83249081.0,0.00843992413501838,0.010164884007548383,0.6269915582207812,702615.92795,846217.2521,30,30,30,30,2026-08-05,2026-09-03,16389526.0,83249081.0,2026-08-05,2026-09-03,1.0,1.0,1.0,1.0,0.0001,0.0001,5,yearn-finance,yearn.finance
YGG,YGG-USDT-SWAP,YGGUSDT,ok,True,yield-guild-games,Yield Guild Games,markets_max_mcap,,1,yield-guild-games,22012200.0,0.05501840867927785,0.07270891852677304,0.7311655490028401,1211076.21553,1600483.256395033,30,30,30,30,2026-08-05,2026-09-03,2740348.0,22012200.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yield-guild-games,Yield Guild Games
ZAMA,ZAMA-USDT-SWAP,ZAMAUSDT,ok,True,zama,Zama,markets_max_mcap,,1,zama,136803317.0,0.052493957436134386,0.07301077787013015,0.8780552211957491,7181347.49972,9988116.589384,30,30,30,30,2026-08-05,2026-09-03,12316392.0,136803317.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,zama,Zama
ZBT,ZBT-USDT-SWAP,ZBTUSDT,ok,True,zerobase,ZEROBASE,markets_max_mcap,,1,zerobase,27216434.0,0.11981063384628199,0.5501469119773357,2.5089477307128987,3260818.2085755,14973037.120134966,30,30,30,30,2026-08-05,2026-09-03,3322155.0,27216434.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,zerobase,ZEROBASE
ZEC,ZEC-USDT-SWAP,ZECUSDT,ok,True,zcash,Zcash,markets_max_mcap,,4,"zcash,binance-peg-zcash-token,near-intents-bridged-zec,omnibridge-bridged-zcash-solana",16298285590.0,0.036584667027187,0.04045033067044793,0.8075365893232339,596267351.42415,659271041.4768966,30,30,30,30,2026-08-05,2026-09-03,860717770.0,16298285590.0,2026-08-05,2026-09-03,0.01,1.0,1.0,0.01,0.01,0.01,5,zcash,Zcash
ZEN,ZEN-USDT-SWAP,ZENUSDT,ok,True,zencash,Horizen,markets_max_mcap,,6,"zencash,zen-2,zendawg,zenfrogs,zenith-2,zenith-3",107607512.0,0.018416600321081673,0.0316233021286965,1.282726686909689,1981764.54005,3402904.8632933334,30,30,30,30,2026-08-05,2026-09-03,13385813.0,107607512.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.1,0.1,5,zencash,Horizen
ZETA,ZETA-USDT-SWAP,ZETAUSDT,ok,True,zetachain,ZetaChain,markets_max_mcap,,2,"zetachain,zeta-global-holdings-corp-robinhood-token",55602883.0,0.011848077164991606,0.01260193513854908,0.27226555867373164,658787.24838,700703.9250823334,30,30,30,30,2026-08-05,2026-09-03,14470880.0,55602883.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,zetachain,ZetaChain
ZIL,ZIL-USDT-SWAP,ZILUSDT,ok,True,zilliqa,Zilliqa,markets_max_mcap,,1,zilliqa,53413985.0,0.026339945713468108,0.027296313009767006,0.451472540048873,1406921.4652399998,1458004.8536590002,30,30,30,30,2026-08-05,2026-09-03,10386660.0,53413985.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,zilliqa,Zilliqa
ZK,ZK-USDT-SWAP,ZKUSDT,ok,True,zksync,ZKsync,markets_max_mcap,,1,zksync,99716116.0,0.02285174190707097,0.03933376709485528,1.1408711112687837,2278686.9468075503,3922210.4823475727,30,30,30,30,2026-08-05,2026-09-03,9368090.0,99716116.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-06,0.1,0.1,5,zksync,ZKsync
ZKP,ZKP-USDT-SWAP,ZKPUSDT,ok,True,zkpass,zkPass,override,,2,"zkpass,panther",9293486.0,0.1028633378728929,0.6488593262026399,2.609138647246605,955958.990435,6030165.064033668,30,30,30,30,2026-08-05,2026-09-03,38796621.0,9293486.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,zkpass,zkPass
ZORA,ZORA-USDT-SWAP,ZORAUSDT,ok,True,zora,Zora,markets_max_mcap,,1,zora,34221438.0,0.06773416172751129,0.5210698676993838,2.8606388443595216,2317960.41604,17831760.171142664,30,30,30,30,2026-08-05,2026-09-03,25145725.0,34221438.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,zora,Zora
ZRO,ZRO-USDT-SWAP,ZROUSDT,ok,True,layerzero,LayerZero,markets_max_mcap,,1,layerzero,393762038.0,0.026112260429038615,0.054606874405300085,1.3054332364441097,10282016.883325,21502114.154641006,30,30,30,30,2026-08-05,2026-09-03,59848296.0,393762038.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,layerzero,LayerZero
ZRX,ZRX-USDT-SWAP,ZRXUSDT,ok,True,0x,0x Protocol,markets_max_mcap,,1,0x,85911009.0,0.005942552901863835,0.0073397659524248714,0.5935239171704519,510530.71583500004,630566.6987966667,30,30,30,30,2026-08-05,2026-09-03,18230967.0,85911009.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,0x,0x Protocol
